ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.jclouds.logging.config.LoggingModule;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;
org.jclouds.location.suppliers.implicit.OnlyLocationOrFirstZone;1;1;1;0;0;0;0;0;0;1;2;6;1;0;2;0;1;0;0;0;0;0;1;1;1;0;14;1;0;1;
org.jclouds.collect.PagedIterable;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;4;0;2;0;0;0;0;0;0;0;12;0;0;0;
org.jclouds.http.handlers.CloseContentAndSetExceptionErrorHandler;12;1;0;0;0;0;0;0;0;1;1;5;0;0;1;0;1;0;0;0;0;0;2;0;0;0;8;0;0;1;
org.jclouds.json.internal.NamingStrategies;12;0;9;1;3;0;0;0;0;0;13;56;6;0;27;1;22;1;5;7;0;1;21;18;12;0;27;1;3;5;
org.jclouds.location.suppliers.implicit.FirstZone;1;1;0;0;0;0;0;0;0;1;1;4;1;0;2;0;1;0;0;0;0;0;1;1;1;0;13;1;0;1;
org.jclouds.io.payloads.BaseImmutableContentMetadata;4;0;20;0;0;0;0;0;0;0;20;54;7;0;13;0;13;0;0;0;4;0;4;4;0;1;5;0;5;2;
org.jclouds.lifecycle.BaseLifeCycle;3;3;9;0;2;0;2;0;0;3;16;60;6;3;16;0;8;0;0;0;0;3;4;1;0;0;10;3;3;3;
org.jclouds.location.suppliers.all.RegionToProviderOrJustProvider;3;0;2;0;1;0;0;0;0;0;3;10;3;0;2;0;2;0;0;0;0;0;3;2;2;0;14;0;1;3;
org.jclouds.io.payloads.BaseMutableContentMetadata;5;0;0;0;0;0;0;0;0;0;0;18;0;0;18;0;18;1;0;0;4;0;5;4;0;1;6;0;0;0;
org.jclouds.rest.AnonymousHttpApiMetadata;2;0;0;0;0;0;0;0;0;0;0;7;0;0;6;2;3;1;0;1;0;0;3;2;3;0;3;0;0;0;
org.jclouds.http.functions.ReturnStringIf2xx;4;2;2;0;0;0;0;0;0;1;3;10;0;0;1;0;1;0;0;0;0;0;1;0;0;0;8;2;1;2;
org.jclouds.proxy.internal.GuiceProxyConfig;1;0;3;0;0;0;0;3;1;0;6;21;6;0;6;1;5;1;0;0;2;0;1;1;0;0;18;1;1;2;
org.jclouds.rest.ResourceAlreadyExistsException;1;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;4;0;0;0;2;0;2;2;0;0;4;0;0;0;
org.jclouds.io.payloads.ByteSourcePayload;1;0;0;0;0;0;0;0;0;0;0;4;1;0;4;0;4;0;0;0;0;0;1;1;0;0;5;0;0;0;
org.jclouds.json.internal.EnumTypeAdapterThatReturnsFromValue;5;2;0;0;0;0;0;0;0;2;2;6;0;0;2;0;2;0;0;0;0;0;6;5;0;0;10;1;1;2;
org.jclouds.osgi.ApiRegistry;1;0;0;0;0;0;0;0;0;0;0;4;1;0;4;0;4;4;0;0;0;0;2;0;0;0;5;0;0;0;
org.jclouds.rest.InputParamValidator;8;1;2;0;4;0;0;0;0;1;7;20;1;0;8;5;3;0;0;0;0;0;11;7;5;0;39;1;1;2;
org.jclouds.json.internal.OptionalTypeAdapterFactory;6;0;4;0;0;0;0;0;0;0;4;13;0;0;4;0;3;0;1;0;0;0;6;6;3;0;11;0;1;2;
org.jclouds.http.filters.BasicAuthentication;10;0;0;0;0;0;0;0;0;0;0;3;1;0;3;0;3;1;0;0;2;0;2;1;1;0;13;0;0;0;
org.jclouds.io.payloads.BaseCipherPayload;3;0;0;0;0;0;0;0;0;0;0;4;2;0;3;0;3;0;0;0;0;0;4;2;0;0;7;0;0;0;
