ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.hibernate.search.indexes.serialization.javaserialization.impl.SerializableNumericField;2;0;0;0;0;0;0;0;0;0;0;14;7;0;8;0;8;0;0;0;0;0;1;0;0;0;2;0;0;0;
org.hibernate.search.metadata.impl.FieldDescriptorImpl;3;0;5;0;0;0;0;6;1;0;11;64;12;0;20;5;15;0;0;0;0;0;7;5;1;0;20;2;0;1;
org.hibernate.search.filter.impl.AndDocIdSet;4;0;12;2;0;0;1;0;0;0;15;45;3;0;7;4;3;0;0;0;0;2;5;5;1;2;7;1;3;3;
org.hibernate.search.backend.FlushLuceneWork;2;0;1;0;0;0;0;0;0;0;1;6;1;0;4;1;3;0;0;0;0;0;2;1;2;0;2;0;0;1;
org.hibernate.search.query.dsl.impl.ConnectedFacetRangeBelowContinuationContext;5;0;0;0;0;0;0;0;0;0;0;13;1;0;5;0;5;0;0;0;0;0;3;0;0;0;4;0;0;0;
org.hibernate.search.spatial.impl.Point;2;0;6;0;0;0;0;0;0;0;6;36;2;0;16;1;15;7;0;0;0;15;2;0;0;0;1;0;2;2;
org.hibernate.search.query.engine.impl.TimeoutManagerImpl;5;0;16;0;0;0;0;0;0;0;16;58;9;0;19;2;17;0;0;1;0;4;6;3;0;0;7;4;3;2;
org.hibernate.search.query.dsl.impl.ConnectedMultiFieldsRangeQueryBuilder;14;0;5;0;1;0;0;0;0;0;6;21;4;0;4;1;3;0;0;0;0;0;6;1;1;0;14;1;2;3;
org.hibernate.search.bridge.builtin.UUIDBridge;1;0;2;0;0;0;0;0;0;0;2;6;0;0;2;0;2;0;0;0;1;0;1;1;0;0;2;0;0;1;
org.hibernate.search.impl.ConfigContext;7;3;16;0;3;0;0;0;0;3;22;76;13;0;19;7;12;0;0;0;3;0;13;3;1;0;25;5;7;3;
org.hibernate.search.exception.impl.ErrorContextBuilder;7;0;5;0;0;0;0;0;0;0;5;25;4;0;8;2;6;0;0;0;0;0;5;3;2;0;6;0;1;2;
org.hibernate.search.backend.impl.jms.JmsBackendQueueTask;16;1;2;0;1;0;0;0;0;1;4;18;6;0;2;0;2;0;0;0;1;0;3;1;1;0;14;1;1;2;
org.hibernate.search.engine.impl.WorkPlan;11;0;18;0;4;0;0;21;3;0;43;128;14;0;21;6;13;1;0;2;0;0;23;7;13;0;25;4;4;4;
