ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.hibernate.criterion.SizeExpression;2;0;0;0;0;0;0;0;0;0;0;6;3;0;4;0;3;0;0;0;2;1;4;0;0;0;8;0;0;0;
org.hibernate.metamodel.MetadataSources;10;8;8;0;1;0;1;0;0;6;16;75;9;0;24;2;22;0;0;0;4;1;15;11;0;0;56;7;3;3;
org.hibernate.service.internal.ConcurrentServiceBinding;10;0;11;1;0;0;1;0;0;0;13;55;8;0;18;4;11;0;0;2;1;6;21;6;7;1;3;0;1;2;
org.hibernate.type.LocaleType;21;0;0;0;0;0;0;0;0;0;0;4;1;0;4;0;3;0;0;0;0;0;2;1;0;0;5;0;0;0;
org.hibernate.sql.ANSICaseFragment;0;0;1;0;0;0;1;0;0;0;2;6;0;0;1;0;1;0;0;0;0;0;0;0;0;0;14;0;0;1;
org.hibernate.service.StandardServiceInitiators;0;0;0;0;0;0;0;0;0;0;0;18;1;0;1;1;0;1;0;0;0;0;0;0;0;0;21;0;0;0;
org.hibernate.cfg.CollectionSecondPass;64;0;5;0;0;0;1;0;0;0;6;20;4;0;5;1;4;1;0;0;0;0;9;4;0;0;11;0;2;2;
org.hibernate.type.AdaptedImmutableType;1;0;0;0;0;0;0;0;0;0;0;4;1;0;3;0;2;0;0;0;0;0;1;0;1;0;2;0;0;0;
org.hibernate.metamodel.source.internal.IdentifierGeneratorResolver;1;0;3;0;1;0;0;0;0;0;4;14;3;0;6;1;0;0;0;1;0;0;2;0;0;0;10;0;1;3;
org.hibernate.cfg.PkDrivenByDefaultMapsIdSecondPass;68;0;1;0;0;0;0;0;0;0;1;6;3;0;2;0;2;0;0;0;1;0;3;2;0;1;6;1;0;1;
