ClassId;Dependencies;tryStatement;ifStatement;forStatement;enhancedForStatement/* foreach */;doStatement;whileStatement;switchCase;switchStatement;catchClause;totalBranches;numOfStatements;FieldDeclaration;synchronizedStatement;methodDeclaration;privateMethod;publicMethod;staticMethod;anonymousClassDeclaration;nbMemberClasses;nbStringParams;nbPrimitiveParams;nbOtherTypesParams;nbOtherTypesParamsLibrary;parameterizedTypeParam;arrayTypeParam;javaImports;trowStatement;NestedBlocks;MaxDepth
org.scribe.examples.NeteaseWeiboExample;1;0;0;0;0;0;0;0;0;0;0;24;2;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.builder.api.DropBoxApi;1;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;3;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.model.ParameterList;4;0;3;0;3;0;0;0;0;0;6;26;5;0;12;0;11;0;0;0;4;0;4;3;2;0;6;0;1;2;
org.scribe.builder.api.MeetupApi;1;0;0;0;0;0;0;0;0;0;0;3;1;0;3;0;3;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.examples.Foursquare2Example;1;0;0;0;0;0;0;0;0;0;0;21;2;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.model.ConnectionStub;0;0;0;0;0;0;0;0;0;0;0;13;3;0;13;0;13;0;0;0;5;0;0;0;0;0;3;0;0;0;
org.scribe.builder.api.XingApi;1;0;0;0;0;0;0;0;0;0;0;3;1;0;3;0;3;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.builder.api.VkontakteApi;1;0;1;0;0;0;0;0;0;0;1;6;2;0;3;0;3;0;0;0;0;0;1;1;0;0;3;0;0;1;
org.scribe.services.Base64Encoder;1;0;2;0;0;0;0;0;0;0;2;7;1;0;5;1;4;3;0;0;0;0;1;1;0;1;1;0;0;1;
org.scribe.services.HMACSha1SignatureServiceTest;0;0;0;0;0;0;0;0;0;0;0;7;1;0;7;0;7;0;0;0;0;0;0;0;0;0;3;0;0;0;
org.scribe.builder.api.YammerApi;1;0;0;0;0;0;0;0;0;0;0;4;1;0;4;0;4;0;0;0;0;0;1;1;0;0;2;0;0;0;
org.scribe.builder.api.NetProspexApi;1;0;0;0;0;0;0;0;0;0;0;3;3;0;3;0;3;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.model.Token;1;0;3;0;0;0;0;0;0;0;3;20;4;0;10;0;10;1;0;0;5;0;1;1;0;0;2;1;0;1;
org.scribe.examples.ImgUrExample;1;0;0;0;0;0;0;0;0;0;0;21;1;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.extractors.JsonTokenExtractorTest;0;0;0;0;0;0;0;0;0;0;0;3;2;0;3;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;
org.scribe.extractors.HeaderExtractorTest;0;0;0;0;0;0;0;0;0;0;0;5;2;0;4;0;4;0;0;0;0;0;0;0;0;0;5;0;0;0;
org.scribe.services.CommonsEncoder;1;2;0;0;0;0;0;0;0;2;2;8;0;0;3;0;3;1;0;0;0;0;1;1;0;1;3;1;0;1;
org.scribe.extractors.TokenExtractorTest;0;0;0;0;0;0;0;0;0;0;0;13;1;0;9;0;9;0;0;0;0;0;0;0;0;0;4;0;0;0;
org.scribe.builder.api.DiggApi;1;0;0;0;0;0;0;0;0;0;0;3;2;0;3;0;3;0;0;0;0;0;1;1;0;0;1;0;0;0;
org.scribe.extractors.BaseStringExtractorTest;0;0;0;0;0;0;0;0;0;0;0;7;2;0;5;0;5;0;0;0;0;0;0;0;0;0;5;0;0;0;
org.scribe.examples.ViadeoExample;1;0;0;0;0;0;0;0;0;0;0;21;3;0;1;0;1;1;0;0;0;0;1;1;0;1;5;0;0;0;
org.scribe.utils.OAuthEncoderTest;0;0;0;1;0;0;0;0;0;0;1;10;0;0;7;0;7;0;0;0;0;0;0;0;0;0;2;0;0;1;
